user_id,user_screen_name,user_name
1404736442706841603,Uchenna60606519,Uchenna
1406911624670171136,aalam_imraan,Imran Alam
1411329521392013322,cjemmyyy,Emmyyy💉🥶
141538417,Lexybabs,Olamilekan
1415593603,ola_goriola,Omo-Goriola𓃵
1419214689326796800,AlozieHenry3,Alozie Henry
1424140085289799690,EL_Plaga04,Juan
1424445678160433152,luckydays1204,Jazmine
1426474528964849675,vibe_lorrd,Gaius Ufondu
1427344673685721093,IamNnamdiKanu,We Are Nnamdi Kanu.
1427490581983465472,Fekophilips,Feko🔯
1430971978333233152,BlackSugar1800,Black Sugar 🇺🇦 🕛
1431560549918298114,stima124,Stima124
1432410525820985352,ColyzoColyzo,Colyzo
1435714002840133633,BLACKSHINERuLE,BLACKSHINE A.K.A RULE BOYhttps://youtu.be/qRJjgadl
1437150003009572868,pfooster1,Na-So-So-Biafran-Voice
1437971329211326467,Formizzy,Abubakr Ishola
1440384935886417927,amuchecollins12,Amuche Collins
1445101201914269707,enyilinks,Desmond Enyilinks
1446032735836024832,DanaKim44113003,obident Nigeria youth
1447321916314988544,ErnestUdogwu,Ernest nnamezie Udogwu fidanis
144935003,royaljosh,Josh King ™️❤️🖤
1454900291703279617,odeypc_Jr,Peter Odey
1456570972203540481,Ezegodwin2015,Eze
1461295462028242944,Chukwunonso_2,Chinonso 😔
1464298906481745922,obinna_preecy,Obinna Preecy🤴
1468977245414998025,PurityQween,🔰Big M£¢ry💞🔱
1470029612411461638,TWELVES2112,TWELVES
1478206535314534400,AnayoOsuji,ANAYO OSUJI
1479343179409281025,larry6050,BabyJoy👣🤱
1481532508076490752,Ahmadbucco8,Suͥקrͣaͫ🌿
1481596804768702472,CruxofDamatter,Abraham chiziterem
1481609299231182855,Charlygabby,Ebuka✨
1481638156206174210,AdebisiAkorede6,crazybuhnormal
1482418075408506881,TY_Homes_Autos,TY Homes and Autos
1484058965881376771,NwaaforBiafra,Onye Biafra
1487352150,EtherKavalle,Etherkavalle.eth
1487388255431581700,FallyrinDaniel,ORGASM 💦
1487900262404603908,slimthick_slim,Slim E🌟🌟
1488231416,RealCOASTMAN,COASTMAN
1489665251498942467,PatrickObinna17,Patrick Obinna
1491667551478296576,Mohamme22651747,Mohammed Abubakar Sadiq
1495364657884037121,Rishabh1804,Rishabh Jain
1496721386647302145,Goble_services,Shedrack Goble.
1498403476853997568,rukkyoflagos,rukky
1500104385896009729,Aspiredignity,OBIDENT~Aspiredignity
1501593976574513158,lawalademola02,Lawal Ademola
1502575436429209600,HRCAfrica,Emmanuel
1505045008470134785,B_I_G_S_A_M,Scary 👑
1509454029620928516,YusfulCares,Yusful
1509477974281699331,OkwyNnabuchi,Nnabuchi Okwy
1509597379611213832,OOkwudie,Onyedikachukwu Okwudie
1510615714033512454,La_Fidele7,"JAMES, MIGHT BE BOND 007 😏😒"
1516417113115840520,ReubenIyke,Obi_ben Iyke
1517156930640261121,Chibuik25431855,Chibuike
1517872896990978048,IEzegwo,Ifeco ezegwo
1520357760,iam_akpos_,Makuochukwu
1520483931736453121,Nwokeoma02,ANAM PIKIN
1520538932018135047,Eniolapraise85,Eniola
1521879396185001984,EnuguinAnambra,ENUGU INDIGENES IN ANAMBRA
1521952515419385856,grace_adadu,@Oloriofbekwaara
1522803567366660098,Nze_jaa,Jaachi
1523643736844079106,chibuike_ibina,Ibina Chibuike
1523707076354138113,AndyBestH_NGR,Wike's Live Band
1523882325901254656,uzoemesiani,Uzo
1523957382585409536,EjikeAkpaka2,Ejike Akpaka
1524873734200381440,Uchendu_Niile,chukwunonso uchendu
1525428853304336389,ChineduJoel10,Chinedu Joel
1525665381553152000,Ultim8__,BIG GUN💪🏿
1527933415785365505,Saintghost488,ADEOBA-SAINT GHOST
1530096328230977536,ChukwuE34265591,Chukwu Emeka
1531022549890498563,princembah10,Mbah Prince C.
1531965900793925633,makanaly,Mazi chukwukadibia
1532769109934542849,BidemiSugar,Bidemi 🏅
1533402512870498306,Kallam_Twittes,Mr. Golden (K)
1533442770446299136,CodeHashira,K🐝
153354141,asiwaju_fada,Olu Fadakinte
1535931049519243265,NOBLESMITH300,olawale
1536692076712280065,Sampson90264409,Sampson Sampson
1538101911420821505,man_ma15,Classic_Man __ 🇩🇪🇫🇷🇮🇱
1541700539548930050,NdukwePhilip5,Ndukwe Philip
1543280877500776455,NaseerOlawale,Olawale Naseer
1543379274043985921,Shakespeare0814,Shakespeare Not WilIAMS
1543992480063954944,stanley23177629,stanley onyedikachi
1544950310665437186,VincentiaIgboa1,Vincentia Igboayaka
1546034402119090176,Ethelly8,Ethelly
1546474860544663555,fannatieee,LITTLE EATERY DELIGHT 🧑‍🍳❤️
154751587,opeyemiagbaje,Otunba Opeyemi Agbaje
1547877204054315008,MusaYakubuAhmad,Daddy Musaa(BATIFIED SOLDIER)
1551851077536030721,Balodeventures,Balode
1555251610170933249,Kal_082000,Kalvin
1557391680537767936,ProcomSathish,Sathish Kumar
1560990450823188481,IkechukwuEbuk19,Ikechukwu Ebuka
1561274935577903105,WasiuOseni18,Wasiu Oseni
1562571936999575553,NazzBright,odii nazz
1562811290489597960,icekid1777,CHIDERA
1564153812759285760,obidient_child,Blessed Frank
1565966060,iam__ibraheem,Ibraheem👑
1567984534871760898,IkechukwuNjok19,Ikechukwu Okechukwu
1569713008175382528,TruthNation14,TruthNation
1572304607061106688,KOLADE0402,kogcgun
1572900271893762053,ucheAniagoh,Uche Aniagoh
1576474753875181570,Victorm50229260,Victor m n
1577000343388524544,afam99165011,afam
157877868,adejoodaudu,Adẹjọ Ọdaudu 
1579939216586317825,ChukwumaOwen,Chukwuma Owen
1584581378120814593,OgodoManVlog,OgodoMan Official Vlog
1586713342374301698,Ugochuk50495852,extra trading
1587909420150915073,Real_Omodelta,OMO_DELTA
1588801195287760896,HinvestGlobal,Hinvest Global
1590722025496231936,KenEhi7,Ken Ehi
159184369,esshman,'yanju
1601275244488032257,Rozaydamarket,Market Don
1603646317,1stMobeal,Mohammad Awwal Ayodeji🇳🇬
1604854244863102980,greatfam4,TRUTH
1605576375678779392,Firstmanship1,Izuagbe Osigbemhe
1610634554380886016,DeLawnnamdi1,De Law nnamdi
1614545934,Laladre,Damilare Afolabi
1617251826595778560,ZubbyCharles3,Zubby Charles
1620360273990242308,AnoluEhimare,Mr Todah
1621383165049716736,tony_jimaro,tony jimaro
1621483557720825856,VictorB16338934,Victor Benjamin
1624522577367519233,hakeemeniola04,Hakeemeniola04@gmail.com Hakeem
1625972272468033550,republic10code,thatboylordgermbit
162721499,ENUGU_Pikin,Mayor of 042
1627245833023377409,Mixta_eazi,ISE-OLUWA🦀
1628302943689515008,iamkennyalameed,kenny alameed
1628630738244337664,NazyInyass1,Nazy
1631333565630750724,VAugwu,Vincent A ugwu
1632100039010000896,Rizwaynn,🦉
1634864795869487110,ezekwesilisund1,ezekwesili sunday
1637752948791836673,Larry8666397446,Larry
1641818906393210880,paulurigw,changer boy
1642299069644128256,Kingsmile990,King
1695978362,Gocceal,Amaman Onye Obodo
176486237,OBETIKU,Olumayowa Betiku
182519979,iMirzaG,AAP Ke Mirza G
184117280,Mr_iDonTry,Mr B
184764078,E_Osanyin,Mr. E Osanyin (nObEl)
186063561,Dollarb2,Chairman
186373213,IPRIYE,Faka
1873309962,Wakawaka_boi,Kennedy (Creed)
187702295,officialkyead,Olatunde 'Dumila
1916561160,Tecco101,CHUKWUBUNDOM
199215245,Dammyosh,Prince Damola Oshikoya
203211865,Almujahidy,Ibrahim Olasunkanmi
203423649,Akhere_1999,A.K
205221749,xilverngold,Ladigbolu #BATnotMyPresident
206243997,FIXadedoyin,Adédoyin
2171742173,neyodeb777,Adebisi Adeniyi
218588915,kolajames85,DONDADA TV
2199796993,jykondic,Olajide
225178795,dontomzy14,Dontomzy14
232809099,Dr_Caater,Dr_Saater🇨🇦🇳🇬
2340303072,iDumeby,🧑🏾‍💻 Idan
240742100,Donglitzie,de Vries
2418036900,nwafordany,nwafor daniel
2469901751,AAdekolurejo,prince adeleye
2521998670,chimadelf,Chima
2525597799,TheOluwaferanmi,Duke of Ilawe Ekiti 🇳🇬
253320345,thatmoiguy,AJ™
2559572321,aman_petz,Aman
262846087,vecti2ud,Sarki Of Enugu
266622344,Le_cupid,Demidun 🍫
2747938743,rhajhor,Abdulraheem O. Raji
279618463,Frank_imran,imran inamdar
2839425617,imjennnenna,Jennifer Nnenna
285471744,ch0wskie,Coffee Black◽
2938116839,shehusafiyanu,Safiyanu Shehu
2938551619,Pasha_OO9,Pasha
2939744759,nezerious,Nezer IPMAN
297438393,damolamusic,Damola.
2994220588,melodysimiola,S🍀🦋🇨🇦
302550621,boujee_duchess,enchantress
3157932256,Meeswar10y,Meeswarr
3162659200,Chocolatechomzy,Chocochoco
316948336,utchaycynthia,CynthiAlcantara
3191534998,Lilyakss,"Al,Amin Abba"
323597731,okekephilip,Philip.O.Raphael
3252692290,senpaialfraego,Sen. Pai Alfraego
3259465330,paul_makanjuola,Paul Romeo
3259569392,ippodhu,Ippodhu
3297610027,MammanThoughts,Mamman
3300658463,chunchine5,chunchine
330500914,AlenoraOkoro,Alenora okoro
336009607,vikrantaa,🇮🇳VakeelSaahaab
3360284524,mksule35,ابو خديجة mk
3390824140,dean_marh,OG Baby😏🖤 
3399933879,goright_tobi,Anthony_pens
35142696,islamone,Mohammad Islam yawar Hussain (Islam)
372485668,Mazi_Chibuzor,Courage
383599463,okolifeyinwa,Agilem'
400044170,lord_vinci,Vince
406149632,kidmanmorello,ONAS LION
4264951204,OnuohaIhechi,Wealthy Mum
4271682134,_Gtabba,ᴵᴮᴿᴬᴴᴵᴹ
435407202,IfeanyichukwuSA,Ifeanyichukwu S.Agwu
4382162537,mokopolo30,Moko Polo
4385978368,nullyOdi1,Anwuli
4458413795,raphaelmoney,ELECTION IS NOT WAR
452966547,Henrymolen,Henry Osehimolen
455245216,Sir_Adeeyy,Adedotun_A
461293595,kciyomi02,Kayz
462254187,ExcellentHeart,GrandDaddy
465126425,OtunbaBasirat,Otunba Basirat
46600253,AlhajiSpartan,kotangora
471459542,Friyo_Raph,Mr_RAPH #BiafrExit
476179010,richguydollars,Frankly_xavier
4811924371,MaddyAuspicious,maddy auspicious
4890823809,Ambadad_Kb,Abdullahi'Víć  ➐
489410977,realChinell,Immanuel Chimnesom
4908924023,Alidinar2,AK-DINAR
497805751,iamdicksonade,obaa👑
521221968,Eddie__detroit,Eddy ⬜️
569817871,emeck4real,chinedu modestus
573961575,yusuffoyindamol,yusuff oyindamola
578179099,TonyaKoroman,Tony Koroman
614152600,Jay_Deee_,Jay dee
635330731,Godwin10480,OmoNaStar💫🕊️
64203486,Maduram,Poornima Maduram
67706801,ezecpaul,ce
705626588725907456,elvobaba,Elvobaba
711196538739908608,yoursmusheer,Musheer Nazim
711450511539617792,bldrEFC_Equity,Francis Ekwueme
711615166383788034,mmkurama,Mohammed Kurama
715197027118923777,lawrence_ogonna,$UI GENERIS
719827136505372672,danwanka4,Sen. d a n w a n k a 
721161437209567233,sirrl4w,LAW OF LAGOS
721218906,Salakaa1,Oku Asiri
727951494230777856,jamolister,Olatunde
730383358518251520,NnamokoIfeanyi,NNAMOKO IFEANYI
733020756205002754,Igbo_Gustin,No.1 Onye Olewaa
741337478565658624,jefforan28,Husband Of The Year
746343753326133248,EzelibeChigbogu,Chigbogu Ezelibe
750338889429188608,king_divi,𝑲𝒊𝒏𝒈_𝑫𝒊𝒅𝒊👨‍🚀🌍🚀
750780990,RalphAdebisi,Obembe
760101241322147840,sadiqmukhtar421,Abubakar Sadeeq
762498414,EkabuaSamuel,FX jaguar
766945358870040576,affanu__,Affan👤🛸
772147481966678016,PurpleTulipTv1,PurpleTulipTv
777701894,aiyephemvic,aiyeola victor
779923975,deingx,MR CARTER
783538505049862145,nwankwo_cn,Nwankwo Christopher
784019899270045697,Ifeanyisamuel_7,Ifeanyi Samuel
787295768101224448,georgeprincecoo,calculus brainwork
793809284807200768,freethinkerspro,freethinkers adult film production 🇳🇬
811077800,feshalbelim7,Feshalbelim
815597898041851904,GabrielMuruako,Gabriel Muruako
81586393,Blog_Aces,BlogAce
826724362652884992,Chukwuemeka8888,Chukwuemeka Chikelu
827620684578902017,ChiofCanada_ijn,The nwii in you will see nwii😒
828019056020058112,temitop48481594,El~Temitope
843500856200912896,Igalaboy36,IGALA BOY
856526560794484736,GBunshe,SPEAKER OF TRUTH
861383496,ucheinspires,Uche
869522778,kayrhemd,kayrhemd
875935783,ola_asumah,Omo Anifowoshe
878139305151037440,GwafanDenji,Denji
878898023023202304,black_x_o_,███████ ✪
881398935079845888,Iyke4justice,Iyke4justice
882236190400942081,kasalimi2029,HERICFASH 💎
882994212,thefemidavids,kill fear.
890162693407219714,ebonyb2114,Omobolanle
898499422186860548,real_frank22,Frank
900549552213721088,willydavinci7,Williams David
903711582571593728,nba_innocent,Nonchalant Nigga😏
907028314375815171,ManhasnoHandle,Isma
909306856727810048,nivrad_mikael,darvin.....💙
912236136872935424,CEchiegu,Tony
916578917988872192,notmyshii,isaac
916685782869569536,AkinadeAfees,AFEES
921096276099452928,_AlphaSZN,DịrịChukwu The Alpha
938187162679414784,Akinyemflash1,Phlash
938766036047925248,saerafunmilayo,saeraj
940226174122364928,OreyomiSegun,Oresegun
941798087907008512,EOfubu,Ofubu Bright E.
945035126047760385,ProfChukwuma,Prof
948260390844104704,uwakwecheta,CHETA
948908171774525440,m_khalie,m_k
955399031429128192,hyder_muneeb,Muneeb Hyder 🇮🇳
957741271694573570,shetrina2,Trina
958471781161099264,Tambudu_,Noorul_Ayn✨👸
959340283434500096,proffval,PROFVAL
959909530716041217,Iam_bideco,bideco
973174705120260097,Deadly_microbe,Oòni of Abùjá
977871056840032256,HiphopP0lice,hiphoppolice
98133935,shahbazsalim,Shahbaz Salim شہباز سلیم
985732402617122816,Ob360Media,OB360 Media
987069443800027137,PatriciaDzingi2,Patricia Dzingina 🇳🇬
995159552726355968,Austyne_D,Augustine Ezeobidi
996559705446039553,Muhamma97420614,MUHAMMAD M MUSA
1004004321896353794,GodwinChinons14,Mazi Awesome
1004508906452848641,MileyGimsay,Jikar Ganuwa
1018190097605382154,ForbaW,Forba Abraham W
101995197,iammak1987,MAK
1022592999786799105,kunbahy,kunbahy
102318343,Lan_fol,L.A
1024320761526411264,Nups94324368,Nupur
1031620685809033216,OOnicapua,❤️🦅
1033871519104032769,AmeenSaheeh,Mai_Shinkafa🌾🔌
1036726787701661696,Alexx_Markplang,Alvixs➰⚡️
1038641715161325568,Lord_Akpos,Comrade_Akpos
1040298414091771905,omolola055,Ọmọlọlá
1041778216753606659,rachael_lov8,Ogbomosho 🤪🐺💡
1045452399547224065,Roz_zzy,Claire
1046058994639474688,Mobilit04997143,Mobility
1047171049316601857,SirFinbarr,SirSkullonzo
1050444776582127616,KnwSpi,BlackBoy😎
1053543756,Aquillary,Gerald x Loel x Jaron
1055812192023576577,StevensStehn,Steve Stevens
1060901568093061120,AbdoolHabeeb,EMIR 👑 of CANADA 🇨🇦
1063098638665162752,Chidooekwere1,Chidoo Emperor Ekwereonu
1066637673283153920,EriamaF,Erimz
1068126080,Ese_ojod,ESE
1071418472226271232,MagnificentMic8,Magnificent Michael
1072111610666323968,mikcaheel1,MR GENTLE 🤣
1077524089831636992,Muzbell20,Jide💙
1077940746836234240,AdaezeUwaoma,아 대 제
1082144864257626112,Chi69054983,AR-15
1085471619399729152,_kiter,ibrahim_kiter
1089473360713695237,baturekovsky01,Baturekovsky
1090881772928360448,Risings67252417,RISING SUN 🌣🌣🌣
1096136079625912322,Ty_xperon,Toyin Odus
1099898686178377728,DuruibeShedrack,Duruibe Shedrack 🇲🇾
1100726608476876801,jay00952693,jay P
1109442540103761927,adelekewasiuol1,Adeleke W. Olayinka
1122070279566573574,justintalker,NZE14
1129837826042998784,Emmanue55211865,Emmanuel Christopher
1133684046,John86740959,Bakare john chibuzor
1136933517248434176,SanjoyS95417236,Sanjoy Sarkar
1137256856953511937,BrunoIcon,iconic Bruno
1141042203650875393,Naija69,Lekki gate massacre 20-10-20!💔💔💔
1147503970384056320,toxicdera,ka3na's boyfriend
1154388445,akanimosunday2,👑 Lion in Zion 👑
1162456187994025984,YusfaithJr,Yusfaith🧢👍🌃
1167806019243859969,KathyBa63699845,Kathy Banks
1172879719500587009,Takemidown,takemidown
1173509143359082502,DaraRosemary,C H I N Y E A K A🌺
1175183871987593216,KennieKingBCH,OmoKehinde Gbegbon
1191503840174104583,ifeanyi_Jr1,Domini
1199338996838518792,Lifeofchillz,Slimeyy 💚
1200166145267052553,AjuzieMichael1,Juzi Michael
1200175806728802306,RabiaAlkali,shaheeda
1204619064326467585,MrAnthonyhenry,Anthony Henry
1209252938306199552,Hassan27830095,Bad to me
1209855394258079744,Joshua18726468,Gem
1212680763998523393,nazir_said_,N҉҉AZEER
1218545373821702144,Betny7,Betny🤍
1219324582655598592,ObiweF,Obiwe Felix
1219505759387639808,Oghey4,Iphyoma
1220252839680839680,_Truthheals7,Ahamefule Ifeanyi Kenneth
1222546054937100289,inconspicuous04,фаиз
1223217206,mrprime01,Kabir Abdulsalam
1223499355916771328,Horlar_whaley,Horlar
1226193319010668544,Abdi_ahmad9,bad papa𓅓
1226210071853588480,Son_Ofbabalola,__B3EB🤍💐🫶🏾
1229687188717215745,sharpplin,Sharpplin 🦅
1235902414777131008,kennedythacode,Kprass
1240630098866442245,Abdurah45318890,Abdurahman Hassan
1241090203332136960,unnknown07,Zehraan
1242841562360557568,Min_MooNah,Teni Olu 🍊⚔️🇳🇬 #RattpackTillMyPulseFlat
1243321331132833795,saintkelvin360,Saintkelvin🇳🇬
1244686396855631874,Tomiwaak,Tomiwa Akinboile
1244984286782029825,AYOTHEMIDE,Ayomide.....
1245100237724823552,Issywave1,The face of freedom
1248136812,daniell_dibor,daniel dibor
1248292425367355393,RajKuma47739261,Thakur Rajiv Kumar Singh 🤚
1248620455923085314,tv_chosen,Richard Azuonye
1250538943847817217,NobleconceptLtd,Shakiru Aderonmu
1254694083152535557,NelsonE90185528,Okwu Good Son
1254989427148898304,Kannitheevu1,Kannitheevu
1256670939686862853,FemaleRadioking,Amy-Brown🌶️🌶️🌶️
125807475,OFC_babsorh,S. T. Tahir 💚🌙
1259333734928695296,Mrlarde30,Demmy
1261095928792002561,Dayyeeb17,ABدَLLAH
1262449713615384580,Constan02592105,Constance Justice( Fiat justicia ruat caelum) .
1266635519481524224,muneeyr01,MUN££¥R
1267039651744944131,ChekwubeNwodo,Kingsley Peter
1267650179513057281,nishola231,Nishola231.
1270385677780291585,YongFidel,yong fidel
127517496,valsking,BigBrospeterObi#moveement#obidati
1276089182285377536,Juan_Mahlase,Yohanan
1276522819116040194,Obiora___,De_light💥
1277214748380192769,corejudge,Core
1281640215216640001,EmmyRichie20,Emmy
1285742247938596870,AysheerParrot2,AYSHAPARROTSCENTS 🥳
1287524368260698115,MNazarite,Naz🐩💨
1293361456923258884,naija_witch,Name is Adewumi⚢︎
1294289045187592192,realunclep_,uncle paulo 🔌
1294678380453953538,Ezeugonwainnoce,Ezeugonwa innocent
1299641528000937985,DasimpleQ,dasimple_Queen
1305069258070786048,kosisoumeorah,AGU
1310180165281087488,ebonyprince701,Ebonyprince701
1313441519634968576,Steph1ofLagos,StephofManchester
1315919407827296257,Oden_Kcee,Oden-Ndukwe Kelechi
1316732318225248259,BodeOlubukola,Olubukola John Bode-Kehinde
1317813370813321216,solotonic09,Odianose
1318882937283223552,EliKanwai,Bobai-Ayis
1318923708103274496,Laurett01299672,Lauretta
1319724600629071874,Entdaily001,𝙀𝙉𝙏𝙀𝙍𝙏𝘼𝙄𝙉𝙈𝙀𝙉𝙏 𝘿𝘼𝙄𝙇𝙔 🇳🇬
1320107491506724864,Tochi70074012,Tochi
1321001730419687425,okei15427955,@okei
1321122672185585666,SomkelechiN,R 2 Q
1323331995632586753,chimaob00814755,Chima
1323612902184620032,Enigmaaan,Oracle
1326458315526778885,deraszn1,benj𝖎🧸
1326973059287425024,Emmanue82435663,Emmanuel
1329450236503318528,Akachuk09584213,Akachukwu
1335293415999893505,toby_maduson,Toby Maduson
1335901394868580355,Afrikanbreed2,Afrikanbreed 🇺🇦
1339190943392608257,Kingsle48422813,Kingsley
1340118428812783621,07Arinze,Ødegard 🖤
1340670012827316224,IfeanyiCesar,IFEANYI_A.k.A_CAESAR_CROWN
1342100899162947589,Olaoyet79652043,Olaoye taiwo
1343311458935910409,amarachi0906,OLIVE STAN
1346420790510583809,Tam85927918,Tam
1348335138900332544,Mohamme97793799,Mohammed Fazil
1350539242729046023,DarasimiLucas,Lucas
1353761742703259649,Bob_ray26,Sús:tàíñ 🔴
1354969776,AbdulNyanya,Abdul Nyanya✊
1355661610707283970,Cute_K4backup,EMEKA 𓃵 🦅
1356931224254763009,ElvisIyke7,Time will tell.
1357346594329292800,OkongwuEjike,Ejike C Okongwu
1363471172269146112,kingmeeky54,kingsmahn✨💫
1367162011,oneolajire,Adeyemo Olajire P
1371237012385239040,Maro0075,Maro007
1383099744180973572,kabir_ajia,Kabir Ajia
1388571745494384643,jayewansj1,jay ewans @CFC
1389945888,segunalabs01,OLUWASEGUNFUNMI 01 🚀💡❤
1390426354861096964,___elherm_,Me!!🌚❤️
1391049317855551492,Collins29421070,Collins Obinna
1391333051691671555,AdewaleMuhamm11,Freshmuh
1393280924,OlukoyaQ,olukoya quadri
1400526500294651904,Bryano54239491,Bryano
